OBJECTID,link_name,len_mile,ifc,ifc_desc,post_speed,iway,vmt,volumes,lanes,median,SHAPE_Length
37266,BUENOS,0.027235,7,Local (non-circulation element) Road,25,2,99.54952275,3.65520553,2,No Median,143.7831651
37267,BUENOS,0.064452,7,Local (non-circulation element) Road,25,2,95.2081258,1.47719428,2,No Median,340.3067167
37268,DORCAS,0.060508,7,Local (non-circulation element) Road,25,2,12.22015054,0.20195925,2,No Median,319.4841738
37269,SAVANNAH,0.080608,7,Local (non-circulation element) Road,25,2,16.27953155,0.20195925,2,No Median,425.612924
37270,SHERMAN,0.062068,7,Local (non-circulation element) Road,25,2,1101.438792,17.7456788,2,No Median,327.7004784
37271,MARIAN,0.020406,7,Local (non-circulation element) Road,25,2,129.8231991,6.36201113,4,No Median,107.7848202
37272,MARIAN,0.043925,7,Local (non-circulation element) Road,25,2,6.821000055,0.15528742,2,No Median,231.9209061
37273,ALCALA PARK,0.050668,7,Local (non-circulation element) Road,25,2,210.3101277,4.15074855,4,No Median,267.5700549
37274,DRIVEWAY,0.035968,7,Local (non-circulation element) Road,20,2,114.5588939,3.18502263,2,No Median,189.9117312
37275,zone connector,0.127889,10,Zone Connector,20,2,407.3293589,3.18502263,2,No Median,675.2535879
37276,zone connector,0.154566,10,Zone Connector,20,2,203.5309639,1.31679001,2,No Median,816.1186244
37277,zone connector,0.188092,10,Zone Connector,20,2,94.70700588,0.50351427,2,No Median,993.1011807
37278,W JUNIPER,0.050713,7,Local (non-circulation element) Road,25,2,25.85014815,0.50973415,2,No Median,267.7797029
37279,zone connector,0.077697,10,Zone Connector,20,2,33.20379928,0.42734982,2,No Median,410.1768824
37280,zone connector,0.048134,10,Zone Connector,20,2,4.398693581,0.09138433,2,No Median,254.1973572
37281,GRANDE PALM,0.04239,7,Local (non-circulation element) Road,30,2,46.17420706,1.08927122,2,Raised of Fixed Median,223.8260973
37282,zone connector,0.025791,10,Zone Connector,20,2,28.09339406,1.08927122,2,No Median,136.221341
37283,UNKNOWN,0.02825,7,Local (non-circulation element) Road,25,1,2.45403247,0.08686841,1,No Median,149.1719972
37284,zone connector,0.03919,10,Zone Connector,20,2,35.7546102,0.91234014,2,No Median,206.9077092
37285,zone connector,0.009616,10,Zone Connector,20,2,0.835326592,0.08686841,2,No Median,50.82190802
37286,zone connector,0.058084,10,Zone Connector,20,2,24.35698441,0.41934069,2,No Median,306.7496487
37287,zone connector,0.063296,10,Zone Connector,20,2,13.53729927,0.2138729,2,No Median,334.2005917
37288,INDIA,0.045766,7,Local (non-circulation element) Road,25,1,8.215689943,0.17951514,2,No Median,241.6435545
37289,zone connector,0.031781,10,Zone Connector,20,2,5.705170696,0.17951514,2,No Median,167.8065966
37290,COLUMBIA,0.034632,7,Local (non-circulation element) Road,30,2,12.85779587,0.37126923,3,No Median,182.8055318
37291,zone connector,0.021614,10,Zone Connector,20,2,8.024613072,0.37126923,2,No Median,114.1287715
37292,zone connector,0.073108,10,Zone Connector,20,2,69.83354364,0.9552107,2,No Median,386.0226887
37293,zone connector,0.062406,10,Zone Connector,20,2,0.299511419,0.0047994,2,No Median,329.5182111
37294,zone connector,0.096215,10,Zone Connector,20,2,124.7646482,1.29672762,2,No Median,508.0208289
37295,OAK CREEK,0.06471,7,Local (non-circulation element) Road,25,2,81.95334812,1.26647115,2,No Median,341.6902788
37296,ROCOSO,0.049785,7,Local (non-circulation element) Road,25,2,38.47629916,0.77284924,2,No Median,262.9152608
37297,zone connector,0.161199,10,Zone Connector,30,2,204.1538829,1.26647115,2,No Median,851.1069544
37298,zone connector,0.314898,10,Zone Connector,30,2,243.3686784,0.77284924,2,No Median,1662.657721
37299,ROCOSO,0.047847,7,Local (non-circulation element) Road,25,2,5.405127264,0.1129669,2,No Median,252.586105
37300,ROCOSO,0.030895,7,Local (non-circulation element) Road,25,2,31.56963165,1.02183627,2,No Median,163.1501108
37301,zone connector,0.184974,10,Zone Connector,30,2,189.0131428,1.02183627,2,No Median,976.6283939
37302,zone connector,0.223522,10,Zone Connector,30,2,25.25058742,0.1129669,2,No Median,1180.269143
37303,HI RIDGE,0.030937,7,Local (non-circulation element) Road,25,2,35.06645374,1.13347945,2,No Median,163.3461244
37304,zone connector,0.071773,10,Zone Connector,20,2,81.35322056,1.13347945,2,No Median,378.9632827
37305,BRIDLE PATH,0.048034,7,Local (non-circulation element) Road,25,2,44.26992434,0.92163726,2,No Median,253.6071613
37306,zone connector,0.131602,10,Zone Connector,20,2,121.2893072,0.92163726,2,No Median,694.8590943
37307,LAKESIDE,0.078965,7,Local (non-circulation element) Road,25,2,111.3297278,1.40986168,2,No Median,416.8976268
37308,zone connector,0.50116,10,Zone Connector,30,2,706.5662811,1.40986168,2,No Median,2646.163086
37309,FRED MARTIN,0.034383,7,Local (non-circulation element) Road,25,2,22.48021278,0.65381767,2,No Median,181.5418665
37310,PROMISE,0.041568,7,Local (non-circulation element) Road,25,2,67.95335251,1.63475155,2,No Median,219.500326
37311,zone connector,0.16063,10,Zone Connector,30,2,105.0227315,0.65381767,2,No Median,848.0875394
37312,zone connector,0.220655,10,Zone Connector,30,2,360.7161037,1.63475155,2,No Median,1165.079699
37313,RIVERFORD,0.025683,7,Local (non-circulation element) Road,25,2,38.59968621,1.50292747,2,No Median,135.6308687
37314,PLAZA PASEO,0.064257,7,Local (non-circulation element) Road,25,2,33.76898886,0.52553012,2,No Median,339.2737434
37315,zone connector,0.096947,10,Zone Connector,20,2,50.94856845,0.52553012,2,No Median,511.8878341
37316,zone connector,0.185089,10,Zone Connector,20,2,278.1753425,1.50292747,2,No Median,977.2899075
37317,VENTURA,0.081742,7,Local (non-circulation element) Road,25,2,344.1517844,4.21021977,2,No Median,431.5978539
37318,DRIVEWAY,0.031697,7,Local (non-circulation element) Road,20,2,3.869131549,0.12206617,2,No Median,167.3077453
37319,zone connector,0.059312,10,Zone Connector,20,2,7.239988972,0.12206617,2,No Median,313.2369653
37320,DRIVEWAY,0.032154,7,Local (non-circulation element) Road,20,2,3.147529948,0.09788922,2,No Median,169.7926514
37321,DRIVEWAY,0.025533,7,Local (non-circulation element) Road,20,2,3.5451349,0.13884522,2,No Median,134.8236132
37322,zone connector,0.051352,10,Zone Connector,20,2,5.026807174,0.09788922,2,No Median,271.1733679
37323,DANA LANDING,0.048262,7,Local (non-circulation element) Road,25,2,177.6562682,3.68107969,2,No Median,254.7802202
37324,zone connector,0.246821,10,Zone Connector,30,2,0,0,2,No Median,1303.165365
37325,zone connector,0.374054,10,Zone Connector,30,2,1376.922584,3.68107969,2,No Median,1975.025646
37326,zone connector,0.218978,10,Zone Connector,30,2,1901.76445,8.68472837,2,No Median,1156.192574
37327,ALCALA KNOLLS,0.124495,7,Local (non-circulation element) Road,25,2,29.56159869,0.2374521,2,No Median,657.3569051
37328,ALCALA KNOLLS,0.043804,7,Local (non-circulation element) Road,20,2,573.2758351,13.0872942,2,No Median,231.3013174
37329,zone connector,0.378664,10,Zone Connector,20,2,89.91456048,0.2374521,2,No Median,1999.369607
37330,WAXIE,0.107284,7,Local (non-circulation element) Road,25,2,92.86536856,0.86560315,2,No Median,566.4487882
37331,zone connector,0.210356,10,Zone Connector,20,2,182.0848166,0.86560315,2,No Median,1110.697334
37332,HAZARD WAY,0.064586,7,Local (non-circulation element) Road,25,2,1378.302667,21.34057948,3,No Median,341.0123047
37333,FARNHAM,0.19588,7,Local (non-circulation element) Road,30,2,775.5931242,3.95953198,2,No Median,1034.246581
37334,CALIFORNIA,0.072007,7,Local (non-circulation element) Road,30,2,4.959629883,0.06887705,1,No Median,380.1946549
37335,CALIFORNIA,0.205989,7,Local (non-circulation element) Road,30,1,22.50820421,0.10926896,1,No Median,1087.624082
37336,CEDAR,0.054273,7,Local (non-circulation element) Road,30,2,276.9770706,5.10340447,2,No Median,286.5608256
37337,zone connector,0.049318,10,Zone Connector,20,2,160.0620533,3.24550982,2,No Median,260.3802131
37338,zone connector,0.109178,10,Zone Connector,20,2,214.1277376,1.96127185,2,No Median,576.4600419
37339,BEECH,0.055413,7,Local (non-circulation element) Road,30,2,41.82981955,0.75487376,2,No Median,292.5814426
37340,zone connector,0.04407,10,Zone Connector,20,2,107.8833576,2.44799994,2,No Median,232.7063298
37341,7TH,0.071259,7,Local (non-circulation element) Road,30,1,126.4845122,1.77499701,1,No Median,376.2199314
37342,8TH,0.07235,7,Local (non-circulation element) Road,30,1,107.8675805,1.49091334,2,No Median,382.0080727
37343,zone connector,0.039311,10,Zone Connector,20,2,58.60929451,1.49091334,2,No Median,207.5602747
37344,9TH,0.072926,7,Local (non-circulation element) Road,30,2,119.9201007,1.64440804,2,No Median,385.0715797
37345,zone connector,0.078874,10,Zone Connector,20,2,129.7010397,1.64440804,2,No Median,416.4029321
37346,02ND,0.03422,7,Local (non-circulation element) Road,20,2,163.2995388,4.77204964,2,No Median,180.7052132
37347,zone connector,0.026653,10,Zone Connector,20,2,127.1894391,4.77204964,2,No Median,140.7303742
37348,zone connector,0.063201,10,Zone Connector,20,2,705.4338037,11.16175066,2,No Median,333.7103327
37349,zone connector,0.031129,10,Zone Connector,20,2,1.459642981,0.04689013,2,No Median,164.3884338
37350,zone connector,0.036828,10,Zone Connector,20,2,45.96891539,1.24820559,2,No Median,194.5009382
37351,PARKING ACCESS,0.026898,7,Local (non-circulation element) Road,25,2,5.106233582,0.18983692,2,No Median,142.0220493
37352,zone connector,0.038571,10,Zone Connector,20,2,7.322199996,0.18983692,2,No Median,203.6758934
37353,zone connector,0.032525,10,Zone Connector,20,2,128.8377909,3.96119265,2,No Median,171.7323236
37354,zone connector,0.06326,10,Zone Connector,20,2,56.45640579,0.8924503,2,No Median,334.0135277
37355,UNKNOWN,0.04862,7,Local (non-circulation element) Road,20,2,215.9248117,4.44106976,2,Raised of Fixed Median,256.6890444
37356,zone connector,0.025642,10,Zone Connector,20,2,113.8779108,4.44106976,2,No Median,135.3902199
37357,1ST,0.029637,7,Local (non-circulation element) Road,35,2,59.06801959,1.99304989,2,No Median,156.4632724
37358,UNKNOWN,0.038657,7,Local (non-circulation element) Road,35,2,130.8462106,3.38479992,2,No Median,204.082913
37359,zone connector,0.04057,10,Zone Connector,20,2,80.85803404,1.99304989,2,No Median,214.2324045
37360,zone connector,0.048529,10,Zone Connector,20,2,164.2609554,3.38479992,2,No Median,256.2321564
37361,zone connector,0.128326,10,Zone Connector,20,2,470.4874204,3.66634525,2,No Median,677.487848
37362,DRIVEWAY,0.038705,7,Local (non-circulation element) Road,20,2,270.1223115,6.97900301,2,No Median,204.3672858
37363,INDUSTRIAL PARK,0.090581,7,Local (non-circulation element) Road,25,2,401.5339609,4.4328718,2,No Median,478.2677346
37364,CENTURY PARK,0.03139,7,Local (non-circulation element) Road,25,2,165.0084388,5.25671994,2,No Median,165.7477986
37365,PONDEROSA,0.083626,7,Local (non-circulation element) Road,35,2,719.7941656,8.60730114,2,No Median,441.5479467
37366,TERRY BENNETT,0.019299,7,Local (non-circulation element) Road,20,2,123.4787383,6.3981936,2,No Median,101.8485405
37367,GERALD GRIFFIN,0.037401,7,Local (non-circulation element) Road,20,2,18.12651153,0.48465312,2,No Median,197.5287095
37368,zone connector,0.139344,10,Zone Connector,20,2,167.2745251,1.20044297,2,No Median,735.715366
37369,zone connector,0.194967,10,Zone Connector,20,2,94.49136582,0.48465312,2,No Median,1029.447391
37370,PARKING ACCESS,0.038554,7,Local (non-circulation element) Road,35,2,152.0753401,3.94447632,2,No Median,203.5854951
37371,zone connector,0.102111,10,Zone Connector,20,2,402.7744217,3.94447632,2,No Median,539.099546
37372,zone connector,0.056056,10,Zone Connector,20,2,97.59847859,1.74108889,2,No Median,295.9822107
37373,2ND,0.073758,7,Local (non-circulation element) Road,25,2,24.71976896,0.33514695,2,No Median,389.4656324
37374,3RD,0.07375,7,Local (non-circulation element) Road,25,2,11.36111449,0.15404901,2,No Median,389.4261404
37375,zone connector,0.016321,10,Zone Connector,20,2,2.684199709,0.16446294,2,No Median,86.22116857
37376,RANCHITOS,0.039793,7,Local (non-circulation element) Road,25,2,37.58203268,0.94443828,2,No Median,210.1067656
37377,HOLDEN TRAILS,0.02924,7,Local (non-circulation element) Road,25,2,45.6623453,1.56163972,2,No Median,154.4132345
37378,zone connector,0.143365,10,Zone Connector,20,2,223.8844779,1.56163972,2,No Median,756.9441835
37379,zone connector,0.147007,10,Zone Connector,20,2,138.839039,0.94443828,2,No Median,776.1886658
37380,AQUILLA,0.065349,7,Local (non-circulation element) Road,25,2,46.23922856,0.70757362,2,No Median,345.0438038
37381,MARJEAN,0.058661,7,Local (non-circulation element) Road,25,2,76.93900683,1.31158703,2,No Median,309.7034441
37382,zone connector,0.240763,10,Zone Connector,30,2,170.3575477,0.70757362,2,No Median,1271.248173
37383,zone connector,0.522208,10,Zone Connector,30,2,684.9212403,1.31158703,2,No Median,2757.280052
37384,MARATHON,0.044304,7,Local (non-circulation element) Road,25,2,16.29843794,0.36787735,2,No Median,233.9260003
37385,DRIVEWAY,0.040011,7,Local (non-circulation element) Road,35,2,95.0830018,2.37642153,2,No Median,211.271205
37386,zone connector,0.064669,10,Zone Connector,20,2,23.79026009,0.36787735,2,No Median,341.4265951
37387,zone connector,0.193749,10,Zone Connector,20,2,460.4292948,2.37642153,2,No Median,1022.963688
37388,DRIVEWAY,0.029364,7,Local (non-circulation element) Road,35,2,3.435950528,0.11701235,2,No Median,155.0946804
37389,NEW BEDFORD,0.032718,7,Local (non-circulation element) Road,25,2,99.57143059,3.04332265,2,No Median,172.7461195
37390,zone connector,0.059761,10,Zone Connector,20,2,181.8720051,3.04332265,2,No Median,315.5167709
37391,zone connector,0.18671,10,Zone Connector,20,2,21.84737512,0.11701235,2,No Median,985.843897
37392,COUNTRY CLUB,0.029691,7,Local (non-circulation element) Road,25,2,21.57269397,0.72657351,2,Raised of Fixed Median,156.7208456
37393,zone connector,0.171362,10,Zone Connector,20,2,124.5070891,0.72657351,2,No Median,904.7923309
37394,DRIVEWAY,0.021781,7,Local (non-circulation element) Road,25,2,1.995154716,0.09160069,2,No Median,115.0008569
37395,I-15 NB OFF RAMP,0.102745,9,Local Ramp,30,1,1627.890432,15.84398688,1,No Median,542.5184743
37396,zone connector,0.049858,10,Zone Connector,20,2,168.815314,3.3859223,2,No Median,263.230903
37397,zone connector,0.118906,10,Zone Connector,20,2,0,0,2,No Median,627.8401978
37398,DRIVEWAY,0.02336,7,Local (non-circulation element) Road,20,2,438.0161821,18.75069273,2,No Median,123.293385
37399,DRIVEWAY,0.054573,7,Local (non-circulation element) Road,20,2,569.2579153,10.43112739,2,No Median,288.1434852
37400,RIDGEHAVEN,0.051694,7,Local (non-circulation element) Road,25,2,539.4429022,10.43530975,2,No Median,272.9209244
37401,RIDGEHAVEN,0.066816,7,Local (non-circulation element) Road,35,2,71.51755087,1.07036564,2,No Median,352.7714055
37402,SKY PARK,0.079641,7,Local (non-circulation element) Road,30,2,369.929108,4.6449581,2,No Median,420.4707542
37403,DRIVEWAY,0.030122,7,Local (non-circulation element) Road,20,2,94.75623761,3.14574854,2,No Median,159.0212879
37404,zone connector,0.362192,10,Zone Connector,20,2,1139.364956,3.14574854,2,No Median,1912.347216
37405,zone connector,0.162141,10,Zone Connector,20,2,753.1381513,4.6449581,2,No Median,856.0928076
37406,DRIVEWAY,0.027107,7,Local (non-circulation element) Road,20,2,29.59191669,1.09167066,2,No Median,143.1537838
37407,zone connector,0.099369,10,Zone Connector,20,2,108.4782222,1.09167066,2,No Median,524.643237
37408,GLENN H CURTISS,0.052913,7,Local (non-circulation element) Road,25,2,0.30147732,0.0056976,2,No Median,279.4040582
37409,GIBBS,0.13419,7,Local (non-circulation element) Road,25,2,0.764561481,0.0056976,2,No Median,708.5220267
37410,GIBBS,0.118769,7,Local (non-circulation element) Road,25,2,107.8948992,0.90844327,2,No Median,627.1018794
37411,GIBBS,0.053272,7,Local (non-circulation element) Road,25,2,48.39459009,0.90844327,4,No Median,281.3287282
37412,zone connector,0.532311,10,Zone Connector,30,2,763.2598651,1.43386078,2,No Median,2810.592579
37413,AERO CT,0.052342,7,Local (non-circulation element) Road,20,2,75.05114089,1.43386078,2,No Median,276.4133162
37414,AERO CT,0.110182,7,Local (non-circulation element) Road,25,2,926.7594152,8.41116893,2,No Median,581.7104814
37415,DRIVEWAY,0.03095,7,Local (non-circulation element) Road,20,2,227.7832033,7.35971578,2,No Median,163.4474163
37416,DRIVEWAY,0.038825,7,Local (non-circulation element) Road,20,2,0,0,2,No Median,205.0261806
37417,zone connector,0.293763,10,Zone Connector,20,2,0,0,2,No Median,1551.113963
37418,TOWSER,0.050914,7,Local (non-circulation element) Road,25,2,35.70573343,0.701295,2,No Median,268.7884927
37419,zone connector,0.252314,10,Zone Connector,20,2,176.9465456,0.701295,2,No Median,1332.240515
37420,ANNRAE,0.086736,7,Local (non-circulation element) Road,25,2,173.521439,2.00056999,2,No Median,457.9671895
37421,BERGER,0.060038,7,Local (non-circulation element) Road,25,2,175.5351776,2.92373459,2,No Median,316.9985188
37422,zone connector,0.057783,10,Zone Connector,20,2,168.9421561,2.92373459,2,No Median,305.0920498
37423,VILLAGE GLEN,0.102844,7,Local (non-circulation element) Road,25,2,577.2384753,5.61275792,2,No Median,543.014631
37424,RUFFIN,0.038295,7,Local (non-circulation element) Road,25,2,114.5340139,2.99083468,2,No Median,202.2188633
37425,zone connector,0.41237,10,Zone Connector,20,2,1233.330495,2.99083468,2,No Median,2177.273883
37426,FERMI,0.051798,7,Local (non-circulation element) Road,25,2,159.8839148,3.08668124,2,No Median,273.5055697
37427,FERMI,0.052145,7,Local (non-circulation element) Road,25,2,156.8576523,3.00810533,2,No Median,275.3445952
37428,SHAWN,0.0523,7,Local (non-circulation element) Road,25,2,0,0,4,No Median,276.1320061
37429,zone connector,0.184639,10,Zone Connector,20,2,0,0,2,No Median,974.8369017
37430,zone connector,0.11669,10,Zone Connector,20,2,180.9532286,1.55071753,2,No Median,616.1475034
37431,RAMP,0.030021,9,Local Ramp,50,1,399.7400013,13.31534597,1,No Median,158.4712532
37432,DRIVEWAY,0.042921,7,Local (non-circulation element) Road,35,2,136.1364777,3.17179184,2,No Median,226.6034959
37433,FENTON MARKETPLACE,0.028346,7,Local (non-circulation element) Road,20,2,333.4569009,11.76380798,4,No Median,149.6871268
37434,zone connector,0.236961,10,Zone Connector,20,2,21.70579205,0.09160069,2,No Median,1251.147949
37435,RIO BONITO,0.04747,7,Local (non-circulation element) Road,20,2,86.52415872,1.82271242,2,No Median,250.6666083
37436,DRIVEWAY,0.045464,7,Local (non-circulation element) Road,25,2,138.8676623,3.05445324,4,No Median,240.052009
37437,DRIVEWAY,0.038922,7,Local (non-circulation element) Road,25,2,128.1091945,3.29143401,4,No Median,205.4854911
37438,zone connector,0.07823,10,Zone Connector,20,2,257.4888825,3.29143401,2,No Median,413.0524813
37439,STATION VILLAGE,0.022115,7,Local (non-circulation element) Road,25,2,52.89947619,2.39201791,2,No Median,116.73997
37440,zone connector,0.32701,10,Zone Connector,20,2,3.228383007,0.00987243,2,No Median,1726.630445
37441,zone connector,0.119275,10,Zone Connector,20,2,942.3083767,7.90030079,2,No Median,629.7716357
37442,RUSSELL PARK,0.09946,7,Local (non-circulation element) Road,25,2,181.2570313,1.82241133,2,Raised of Fixed Median,525.1487736
37443,AQUATERA,0.059604,7,Local (non-circulation element) Road,20,2,114.9697014,1.92889238,2,No Median,314.7180792
37444,DRIVEWAY,0.03037,7,Local (non-circulation element) Road,20,2,194.7537234,6.4127008,2,No Median,160.330771
37445,DRIVEWAY,0.042434,7,Local (non-circulation element) Road,25,2,28.89135036,0.6808538,2,No Median,224.0171706
37446,DRIVEWAY,0.019135,7,Local (non-circulation element) Road,25,2,90.06138616,4.7066311,2,No Median,101.0061005
37447,zone connector,0.122453,10,Zone Connector,20,2,83.37259098,0.6808538,2,No Median,646.55419
37448,zone connector,0.102966,10,Zone Connector,20,2,484.6229782,4.7066311,2,No Median,543.6334456
37449,VINE,0.049112,7,Local (non-circulation element) Road,25,2,198.1025386,4.03368909,2,No Median,259.3122736
37450,DRIVEWAY,0.031457,7,Local (non-circulation element) Road,25,2,40.13473802,1.27586032,2,No Median,166.1121253
37451,zone connector,0.170889,10,Zone Connector,20,2,689.3130949,4.03368909,2,No Median,902.2866482
37452,zone connector,0.12593,10,Zone Connector,20,2,160.6690898,1.27586032,2,No Median,664.8957845
37453,WINCHESTER,0.037413,7,Local (non-circulation element) Road,25,2,66.06956682,1.76595212,2,No Median,197.5428453
37454,LAKESHORE,0.023802,7,Local (non-circulation element) Road,25,2,35.57471369,1.49461027,2,No Median,125.6688885
37455,zone connector,0.194098,10,Zone Connector,20,2,202.421161,1.04288123,2,No Median,1024.882869
37456,zone connector,0.122971,10,Zone Connector,20,2,217.1608986,1.76595212,2,No Median,649.2834635
37457,LAUREL,0.031378,7,Local (non-circulation element) Road,25,2,166.5899457,5.30913206,2,No Median,165.6751273
37458,LAUREL,0.038663,7,Local (non-circulation element) Road,25,2,44.19318227,1.14303552,2,No Median,204.1406652
37459,zone connector,0.178264,10,Zone Connector,20,2,946.4271172,5.30913206,2,No Median,941.2431656
37460,zone connector,0.226733,10,Zone Connector,20,2,259.1638723,1.14303552,2,No Median,1197.152607
37461,LAKEVIEW,0.043498,7,Local (non-circulation element) Road,25,2,12.99733176,0.29880297,2,No Median,229.6709121
37462,zone connector,0.1012,10,Zone Connector,20,2,30.23886097,0.29880297,2,No Median,534.363297
37463,zone connector,0.127569,10,Zone Connector,20,2,63.44285044,0.49732184,2,No Median,673.5434671
37464,LINDO,0.022153,7,Local (non-circulation element) Road,25,2,20.0433621,0.90476965,2,No Median,116.965573
37465,LINDO,0.022453,7,Local (non-circulation element) Road,25,2,7.50490472,0.33424953,2,No Median,118.5488636
37466,zone connector,0.103017,10,Zone Connector,20,2,93.20665524,0.90476965,2,No Median,543.9432647
37467,zone connector,0.090976,10,Zone Connector,20,2,30.40868533,0.33424953,2,No Median,480.3453467
37468,LINDO LAKE,0.027432,7,Local (non-circulation element) Road,25,2,44.42742666,1.61954749,2,No Median,144.8392701
37469,zone connector,0.075206,10,Zone Connector,20,2,121.7996883,1.61954749,2,No Median,397.0786205
37470,DRIVEWAY,0.018445,7,Local (non-circulation element) Road,25,2,69.96999339,3.7934396,2,No Median,97.41469554
37471,DRIVEWAY,0.016596,7,Local (non-circulation element) Road,25,2,32.0814531,1.93308346,2,No Median,87.62577272
37472,zone connector,0.064286,10,Zone Connector,20,2,243.865058,3.7934396,2,No Median,339.4235468
37473,zone connector,0.060087,10,Zone Connector,20,2,116.1531859,1.93308346,2,No Median,317.2802957
37474,DRIVEWAY,0.017067,7,Local (non-circulation element) Road,25,2,17.21973482,1.00894913,2,No Median,90.13669857
37475,WOODSIDE,0.038827,7,Local (non-circulation element) Road,25,2,21.13103696,0.54423563,2,No Median,205.0047044
37476,CARAWAY,0.01205,7,Local (non-circulation element) Road,25,2,7.971431475,0.66152958,2,No Median,63.57310982
37477,zone connector,0.143256,10,Zone Connector,20,2,94.76808194,0.66152958,2,No Median,756.3930393
37478,zone connector,0.173985,10,Zone Connector,20,2,94.68883678,0.54423563,2,No Median,918.6386102
37479,zone connector,0.192683,10,Zone Connector,20,2,194.4073454,1.00894913,2,No Median,1017.363939
37480,MISSION CENTER CT,0.107679,7,Local (non-circulation element) Road,25,2,263.1118029,2.44348297,2,No Median,568.5312012
37481,MISSION CENTER CT,0.095811,7,Local (non-circulation element) Road,25,2,1494.65693,15.60005564,2,No Median,505.8732692
37482,DRIVEWAY,0.026713,7,Local (non-circulation element) Road,20,2,208.2260535,7.79493331,2,No Median,141.0123672
37483,DRIVEWAY,0.033714,7,Local (non-circulation element) Road,20,2,171.4311381,5.08486499,2,No Median,177.9918322
37484,DRIVEWAY,0.021495,7,Local (non-circulation element) Road,20,2,92.87279548,4.32066971,2,No Median,113.5670146
37485,DRIVEWAY,0.026744,7,Local (non-circulation element) Road,20,2,0,0,2,No Median,141.1921865
37486,zone connector,0.096439,10,Zone Connector,20,2,0,0,2,No Median,509.181516
37487,DRIVEWAY,0.043253,7,Local (non-circulation element) Road,20,2,547.3910453,12.65556251,2,No Median,228.4266697
37488,DRIVEWAY,0.038537,7,Local (non-circulation element) Road,20,2,207.3593615,5.3807863,2,No Median,203.5226585
37489,DRIVEWAY,0.046753,7,Local (non-circulation element) Road,20,2,108.1404169,2.31301557,3,No Median,246.7805689
37490,zone connector,0.088867,10,Zone Connector,20,2,478.1743357,5.3807863,2,No Median,469.222842
37491,DRIVEWAY,0.026353,7,Local (non-circulation element) Road,20,2,38.37395263,1.4561512,2,No Median,139.1841525
37492,DRIVEWAY,0.032246,7,Local (non-circulation element) Road,20,1,19.96896643,0.61926957,1,No Median,170.3049855
37493,DRIVEWAY,0.046855,7,Local (non-circulation element) Road,20,2,78.33355229,1.6718291,3,No Median,247.4160266
37494,DRIVEWAY,0.034149,7,Local (non-circulation element) Road,20,2,21.0574483,0.6166344,2,No Median,180.3325266
37495,RIVERWALK,0.276292,7,Local (non-circulation element) Road,25,2,10.33174953,0.03739431,2,No Median,1458.76285
37496,DRIVEWAY,0.032022,7,Local (non-circulation element) Road,20,2,358.8313118,11.20577453,2,No Median,169.0777268
37497,GAINES,0.066444,7,Local (non-circulation element) Road,25,1,0,0,1,No Median,350.8216525
37498,DRIVEWAY,0.011425,7,Local (non-circulation element) Road,25,2,7.268498844,0.63619246,2,No Median,60.33006954
37499,DRIVEWAY,0.012811,7,Local (non-circulation element) Road,25,2,5.453290577,0.42567251,2,No Median,67.6460647
37500,zone connector,0.040147,10,Zone Connector,20,2,25.54121865,0.63619246,2,No Median,211.9244317
37501,zone connector,0.038394,10,Zone Connector,20,2,16.3432705,0.42567251,2,No Median,202.6984888
37502,LAUREL,0.017948,7,Local (non-circulation element) Road,25,2,21.96103993,1.2235926,2,No Median,94.7626724
37503,RIVER,0.016926,7,Local (non-circulation element) Road,25,2,8.079273024,0.47732914,2,No Median,89.34310101
37504,RIVER,0.019968,7,Local (non-circulation element) Road,25,2,12.59441157,0.63072975,2,No Median,105.4337863
37505,zone connector,0.040966,10,Zone Connector,20,2,17.13334668,0.41823333,2,No Median,216.3007451
37506,zone connector,0.071156,10,Zone Connector,20,2,66.03163626,0.9279841,2,No Median,375.7554808
37507,PARKSIDE,0.035992,7,Local (non-circulation element) Road,25,2,3.463760592,0.09623696,2,No Median,190.0296718
37508,PARKSIDE,0.008947,7,Local (non-circulation element) Road,25,2,9.686895982,1.08269766,2,No Median,47.24436276
37509,PARKSIDE,0.012949,7,Local (non-circulation element) Road,25,2,10.57254512,0.8164758,2,No Median,68.37458709
37510,zone connector,0.042523,10,Zone Connector,20,2,46.03955268,1.08269766,2,No Median,224.5836489
37511,zone connector,0.040962,10,Zone Connector,20,2,33.44448168,0.8164758,2,No Median,216.2803828
37512,zone connector,0.050301,10,Zone Connector,20,2,17.66892855,0.35126396,2,No Median,265.6018559
37513,zone connector,0.040097,10,Zone Connector,20,2,2.972717641,0.07413816,2,No Median,211.6635415
37514,CACTUS,0.024562,7,Local (non-circulation element) Road,25,2,44.83192004,1.82525527,2,No Median,129.6862696
37515,CACTUS,0.019663,7,Local (non-circulation element) Road,25,2,30.88541101,1.57073748,2,No Median,103.84389
37516,zone connector,0.094343,10,Zone Connector,20,2,142.8221448,1.51386054,2,No Median,498.1612007
37517,zone connector,0.084282,10,Zone Connector,20,2,84.516263,1.00277951,2,No Median,444.9770803
37518,zone connector,0.097035,10,Zone Connector,20,2,60.75842488,0.62614958,2,No Median,512.3299778
37519,zone connector,0.0894,10,Zone Connector,20,2,27.83868913,0.31139473,2,No Median,472.047385
